Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
108,“那不是用于建造第二支太空舰队的船坞吗？”,“Is that the dock for building the second space fleet?”,0,0
109,日凌干扰问题仍未得到解决，但另一个激动人心的可能性出现了：人类可以将太阳作为一个超级天线，通过它向宇宙中发射电波，这种电波是以恒星级的能量发出的，它的功率比地球上能够使用的全部发射功率还要大上亿倍。,"The problem with solar outages was not resolved, but another exciting possibility presented itself: Humans could use the sun as a superantenna, and, through it, broadcast radio waves to the universe. The radio waves would be sent with the power of the sun, hundreds of millions of times greater than the total usable transmission power on Earth.",1,1
110,突变型：基础理论成果被迅速转化为实用技术，产生技术突变。最近的例子是核武器的出现，直到四十年代，还有一部分最优秀的物理学家认为释放原子能是永远不可能的事，但核武器在极短的时间内突然出现，基础科学向应用技术的转化跨度极大，时间极短，我们定义为技术突变。,"Saltatory mode: theoretical, fundamental results rapidly become applied technology, leading to a technological leap. Recent examples include the appearance of atomic weapons. Until the forties, some of the foremost physicists still thought it would never be possible to release the energy of the atom. But atomic weapons then appeared within a very short period. We define a technology leap to occur when fundamental science is converted to applied technology across a great span in an extremely brief time interval.",0,0
111,监听员知道，在宇宙尺度上，对于来自太空的低频电波，因为没有足够长的测量基线，只能确定发射源的方向，却无法知道其距离；在那个方向上，可能是远距离的高功率发射源，也可能是近距离的低功率发射源；那个方向有亿万颗恒星，每一颗都以远近不同的星星汇成的星海为背景，不知道发射源的距离，根本不可能确定位置坐标。,"The listener knew that at the scale of the universe, due to the lack of a sufficiently long measurement baseline, it was impossible to determine the distance of a source of low-frequency radio transmission from space, only the direction. The source could be high-powered but far away, or low-powered but close by. In that direction were billions of stars, each shining against a sea of other stars at different distances. Without knowing how far away the source was, it was impossible to ascertain its exact coordinates.",0,0
112,伊文斯高举一只拳头，对着人群喊道：“消灭人类暴政！”,"Evans raised a fist and shouted at the crowd, “Eliminate human tyranny!”",1,1
113,叶文洁：确实如此。由大型宇宙飞船组成的三体星际舰队质量巨大，加速十分缓慢，十分之一光速只是它们能够达到的最高速度，在这个速度上只能巡航很短的时间，就要开始减速。,"YE: Here’s the thing. The Trisolaran Interstellar Fleet is composed of incredibly massive spaceships. Accelerating them is a slow process. One-tenth the speed of light is only their maximum speed, but they cannot cruise at this speed for long before decelerating as they approach the Earth. ",0,0
114,另外，三体飞船推进的动力是正反物质的湮灭，飞船前方有一个巨大的磁力场，形成一个漏斗形的磁罩，用于收集太空中的反物质粒子，这种收集过程十分缓慢，经过相当长的时间，才能得到供飞船进行一段时间加速的反物质数量，因此舰队的加速是间断进行的，很长时间的收集后才能进行一次。,"Also, the source of propulsion for the Trisolaran ships is matter-antimatter annihilation. In front of each ship is a large magnetic field shaped like a funnel to collect antimatter particles from space. This collection process is slow, and only after a long wait can it gather enough antimatter to allow the ship to accelerate for a brief period. Thus, the fleet’s acceleration occurs in spurts, interspersed by long periods of coasting to collect fuel.",0,0
115,所以，三体舰队到达太阳系所需的时间是小型探测器的十倍。, This is why the time it takes the Trisolaran Fleet to reach the solar system is ten times longer than the flight time of a small probe.,0,0
116,“生命这个定义，用在高维度微观宇宙中怕不合适，更准确些，我们只能说那个宇宙中存在智能或智慧。这样的可能科学家们早已预测到了，那样复杂宏大的一个世界，如果没有演化出智慧这样的东西反倒是不正常了。”,"“Our definition of ‘life’ is probably not appropriate for the high-dimensional microcosmos. More accurately, we can only say that universe contains intelligence or wisdom. Scientists have long predicted this possibility. It would have been odd for such a complex and vast world to not have evolved something akin to intelligence.”",0,0
117,程丽华沉默了，她盯着文洁看了好一会儿，冰冷的空气仿佛凝固了一般。然后她慢慢地将文件放回公文包，站起身，她脸上慈祥的表情仍然没有褪去，只是凝固了，仿佛戴着一张石膏面具。,"Cheng Lihua became quiet. She stared at Ye for a long while, and the cold air in the cell seemed to solidify. Then she slowly put the document back into her briefcase and stood up. Her kind expression did not disappear, but was set on her face like a plaster mask. S",-1,-1
118,她就这样慈祥地走到墙角，那里放着一桶盥洗用的水，她提起桶，把里面的水一半泼到叶文洁的身上，一半倒在被褥上，动作中有一种有条不紊的沉稳，然后扔下桶转身走出门，扔下了一句怒骂：“顽固的小杂种！”,"till appearing kind and affectionate, she walked to the corner of the cell, where there was a bucket for washing. She picked it up and poured half the water onto Ye and the other half onto her blanket, her movements never straying from a methodical calmness. Then she dropped the bucket and left the cell, pausing only to mutter, “You stubborn little bitch!”",-1,-1
119,“近年来很多基础研究的商业运行还是很成功的，比如高能物理  。把观测基地建到离城市远些的地方应该好些吧？”,"“In recent years, commercial operation of basic research has been fairly successful, like in high-energy physics. Maybe it would be better if the observatories were built in places farther away from cities?”",1,1
